date,product_id,sku,quantity_demanded
2026-07-28,5,BED-005,2
2026-07-29,5,BED-005,1
2026-07-30,5,BED-005,3
2026-07-31,5,BED-005,1
2026-08-01,5,BED-005,0
2026-08-02,5,BED-005,2
2026-08-03,5,BED-005,1
2026-08-04,5,BED-005,1
2026-08-05,5,BED-005,2
2026-08-06,5,BED-005,2
2026-08-07,5,BED-005,3
2026-08-08,5,BED-005,1
2026-08-09,5,BED-005,0
2026-08-10,5,BED-005,2
2026-08-11,5,BED-005,2
2026-08-12,5,BED-005,3
2026-08-13,5,BED-005,1
2026-08-14,5,BED-005,1
2026-08-15,5,BED-005,1
2026-08-16,5,BED-005,1
2026-08-17,5,BED-005,3
2026-08-18,5,BED-005,2
2026-08-19,5,BED-005,0
2026-08-20,5,BED-005,0
2026-08-21,5,BED-005,3
2026-08-22,5,BED-005,0
2026-08-23,5,BED-005,0
2026-08-24,5,BED-005,2
2026-02-26,6,BED-006,4
2026-02-27,6,BED-006,1
2026-02-28,6,BED-006,0
2026-03-01,6,BED-006,2
2026-03-02,6,BED-006,0
2026-03-03,6,BED-006,1
2026-03-04,6,BED-006,3
2026-03-05,6,BED-006,2
2026-03-06,6,BED-006,1
2026-03-07,6,BED-006,0
2026-03-08,6,BED-006,0
2026-03-09,6,BED-006,0
2026-03-10,6,BED-006,2
2026-03-11,6,BED-006,0
2026-03-12,6,BED-006,0
2026-03-13,6,BED-006,1
2026-03-14,6,BED-006,0
2026-03-15,6,BED-006,0
2026-03-16,6,BED-006,1
2026-03-17,6,BED-006,1
2026-03-18,6,BED-006,1
2026-03-19,6,BED-006,3
2026-03-20,6,BED-006,1
2026-03-21,6,BED-006,0
2026-03-22,6,BED-006,0
2026-03-23,6,BED-006,2
2026-03-24,6,BED-006,0
2026-03-25,6,BED-006,0
2026-03-26,6,BED-006,1
2026-03-27,6,BED-006,1
2026-03-28,6,BED-006,0
2026-03-29,6,BED-006,0
2026-03-30,6,BED-006,7
2026-03-31,6,BED-006,0
2026-04-01,6,BED-006,0
2026-04-02,6,BED-006,0
2026-04-03,6,BED-006,0
2026-04-04,6,BED-006,1
2026-04-05,6,BED-006,0
2026-04-06,6,BED-006,2
2026-04-07,6,BED-006,1
2026-04-08,6,BED-006,5
2026-04-09,6,BED-006,1
2026-04-10,6,BED-006,1
2026-04-11,6,BED-006,0
2026-04-12,6,BED-006,1
2026-04-13,6,BED-006,0
2026-04-14,6,BED-006,2
2026-04-15,6,BED-006,0
2026-04-16,6,BED-006,0
2026-04-17,6,BED-006,3
2026-04-18,6,BED-006,1
2026-04-19,6,BED-006,0
2026-04-20,6,BED-006,3
2026-04-21,6,BED-006,0
2026-04-22,6,BED-006,0
2026-04-23,6,BED-006,1
2026-04-24,6,BED-006,1
2026-04-25,6,BED-006,0
2026-04-26,6,BED-006,1
2026-04-27,6,BED-006,2
2026-04-28,6,BED-006,0
2026-04-29,6,BED-006,2
2026-04-30,6,BED-006,1
2026-05-01,6,BED-006,1
2026-05-02,6,BED-006,0
2026-05-03,6,BED-006,0
2026-05-04,6,BED-006,0
2026-05-05,6,BED-006,0
2026-05-06,6,BED-006,1
2026-05-07,6,BED-006,0
2026-05-08,6,BED-006,0
2026-05-09,6,BED-006,0
2026-05-10,6,BED-006,0
2026-05-11,6,BED-006,0
2026-05-12,6,BED-006,0
2026-05-13,6,BED-006,1
2026-05-14,6,BED-006,1
2026-05-15,6,BED-006,0
2026-05-16,6,BED-006,0
2026-05-17,6,BED-006,1
2026-05-18,6,BED-006,1
2026-05-19,6,BED-006,2
2026-05-20,6,BED-006,1
2026-05-21,6,BED-006,1
2026-05-22,6,BED-006,0
2026-05-23,6,BED-006,0
2026-05-24,6,BED-006,0
2026-05-25,6,BED-006,2
2026-05-26,6,BED-006,0
2026-05-27,6,BED-006,1
2026-05-28,6,BED-006,2
2026-05-29,6,BED-006,3
2026-05-30,6,BED-006,0
2026-05-31,6,BED-006,1
2026-06-01,6,BED-006,1
2026-06-02,6,BED-006,1
2026-06-03,6,BED-006,3
2026-06-04,6,BED-006,0
2026-06-05,6,BED-006,0
2026-06-06,6,BED-006,2
2026-06-07,6,BED-006,1
2026-06-08,6,BED-006,0
2026-06-09,6,BED-006,1
2026-06-10,6,BED-006,1
2026-06-11,6,BED-006,1
2026-06-12,6,BED-006,3
2026-06-13,6,BED-006,0
2026-06-14,6,BED-006,0
2026-06-15,6,BED-006,0
2026-06-16,6,BED-006,3
2026-06-17,6,BED-006,2
2026-06-18,6,BED-006,4
2026-06-19,6,BED-006,1
2026-06-20,6,BED-006,0
2026-06-21,6,BED-006,0
2026-06-22,6,BED-006,2
2026-06-23,6,BED-006,0
2026-06-24,6,BED-006,0
2026-06-25,6,BED-006,0
2026-06-26,6,BED-006,1
2026-06-27,6,BED-006,1
2026-06-28,6,BED-006,1
2026-06-29,6,BED-006,1
2026-06-30,6,BED-006,0
2026-07-01,6,BED-006,0
2026-07-02,6,BED-006,2
2026-07-03,6,BED-006,2
2026-07-04,6,BED-006,0
2026-07-05,6,BED-006,0
2026-07-06,6,BED-006,3
2026-07-07,6,BED-006,0
2026-07-08,6,BED-006,1
2026-07-09,6,BED-006,0
2026-07-10,6,BED-006,2
2026-07-11,6,BED-006,1
2026-07-12,6,BED-006,0
2026-07-13,6,BED-006,0
2026-07-14,6,BED-006,1
2026-07-15,6,BED-006,2
2026-07-16,6,BED-006,1
2026-07-17,6,BED-006,1
2026-07-18,6,BED-006,0
2026-07-19,6,BED-006,0
2026-07-20,6,BED-006,1
2026-07-21,6,BED-006,2
2026-07-22,6,BED-006,2
2026-07-23,6,BED-006,0
2026-07-24,6,BED-006,1
2026-07-25,6,BED-006,0
2026-07-26,6,BED-006,0
2026-07-27,6,BED-006,1
2026-07-28,6,BED-006,0
2026-07-29,6,BED-006,1
2026-07-30,6,BED-006,0
2026-07-31,6,BED-006,3
2026-08-01,6,BED-006,0
2026-08-02,6,BED-006,0
2026-08-03,6,BED-006,1
2026-08-04,6,BED-006,1
2026-08-05,6,BED-006,2
2026-08-06,6,BED-006,0
2026-08-07,6,BED-006,5
2026-08-08,6,BED-006,1
2026-08-09,6,BED-006,2
2026-08-10,6,BED-006,3
2026-08-11,6,BED-006,3
2026-08-12,6,BED-006,2
2026-08-13,6,BED-006,1
2026-08-14,6,BED-006,3
2026-08-15,6,BED-006,1
2026-08-16,6,BED-006,2
2026-08-17,6,BED-006,0
2026-08-18,6,BED-006,2
2026-08-19,6,BED-006,1
2026-08-20,6,BED-006,2
2026-08-21,6,BED-006,2
2026-08-22,6,BED-006,1
2026-08-23,6,BED-006,1
2026-08-24,6,BED-006,0
2026-02-26,7,BED-007,2
2026-02-27,7,BED-007,1
2026-02-28,7,BED-007,0
2026-03-01,7,BED-007,0
2026-03-02,7,BED-007,4
2026-03-03,7,BED-007,3
2026-03-04,7,BED-007,0
2026-03-05,7,BED-007,1
2026-03-06,7,BED-007,0
2026-03-07,7,BED-007,0
2026-03-08,7,BED-007,0
2026-03-09,7,BED-007,1
2026-03-10,7,BED-007,3
2026-03-11,7,BED-007,0
2026-03-12,7,BED-007,1
2026-03-13,7,BED-007,2
2026-03-14,7,BED-007,0
2026-03-15,7,BED-007,1
2026-03-16,7,BED-007,1
2026-03-17,7,BED-007,2
2026-03-18,7,BED-007,1
2026-03-19,7,BED-007,0
2026-03-20,7,BED-007,1
2026-03-21,7,BED-007,1
2026-03-22,7,BED-007,1
2026-03-23,7,BED-007,1
2026-03-24,7,BED-007,1
2026-03-25,7,BED-007,0
2026-03-26,7,BED-007,1
2026-03-27,7,BED-007,1
2026-03-28,7,BED-007,1
2026-03-29,7,BED-007,0
2026-03-30,7,BED-007,1
2026-03-31,7,BED-007,1
2026-04-01,7,BED-007,1
2026-04-02,7,BED-007,0
2026-04-03,7,BED-007,2
2026-04-04,7,BED-007,0
2026-04-05,7,BED-007,0
2026-04-06,7,BED-007,1
2026-04-07,7,BED-007,0
2026-04-08,7,BED-007,3
2026-04-09,7,BED-007,1
2026-04-10,7,BED-007,1
2026-04-11,7,BED-007,0
2026-04-12,7,BED-007,1
2026-04-13,7,BED-007,0
2026-04-14,7,BED-007,0
2026-04-15,7,BED-007,3
2026-04-16,7,BED-007,0
2026-04-17,7,BED-007,2
2026-04-18,7,BED-007,2
2026-04-19,7,BED-007,1
2026-04-20,7,BED-007,0
2026-04-21,7,BED-007,0
2026-04-22,7,BED-007,1
2026-04-23,7,BED-007,2
2026-04-24,7,BED-007,0
2026-04-25,7,BED-007,1
2026-04-26,7,BED-007,0
2026-04-27,7,BED-007,2
2026-04-28,7,BED-007,0
2026-04-29,7,BED-007,0
2026-04-30,7,BED-007,1
2026-05-01,7,BED-007,1
2026-05-02,7,BED-007,1
2026-05-03,7,BED-007,1
2026-05-04,7,BED-007,0
2026-05-05,7,BED-007,5
2026-05-06,7,BED-007,3
2026-05-07,7,BED-007,0
2026-05-08,7,BED-007,1
2026-05-09,7,BED-007,0
2026-05-10,7,BED-007,1
2026-05-11,7,BED-007,1
2026-05-12,7,BED-007,0
2026-05-13,7,BED-007,2
2026-05-14,7,BED-007,1
2026-05-15,7,BED-007,2
2026-05-16,7,BED-007,0
2026-05-17,7,BED-007,1
2026-05-18,7,BED-007,1
2026-05-19,7,BED-007,0
2026-05-20,7,BED-007,1
2026-05-21,7,BED-007,0
2026-05-22,7,BED-007,2
2026-05-23,7,BED-007,0
2026-05-24,7,BED-007,0
2026-05-25,7,BED-007,1
2026-05-26,7,BED-007,0
2026-05-27,7,BED-007,1
2026-05-28,7,BED-007,1
2026-05-29,7,BED-007,2
2026-05-30,7,BED-007,2
2026-05-31,7,BED-007,0
2026-06-01,7,BED-007,0
2026-06-02,7,BED-007,1
2026-06-03,7,BED-007,1
2026-06-04,7,BED-007,1
2026-06-05,7,BED-007,2
2026-06-06,7,BED-007,0
2026-06-07,7,BED-007,0
2026-06-08,7,BED-007,3
2026-06-09,7,BED-007,3
2026-06-10,7,BED-007,3
2026-06-11,7,BED-007,2
2026-06-12,7,BED-007,0
2026-06-13,7,BED-007,3
2026-06-14,7,BED-007,0
2026-06-15,7,BED-007,3
2026-06-16,7,BED-007,2
2026-06-17,7,BED-007,2
2026-06-18,7,BED-007,0
2026-06-19,7,BED-007,5
2026-06-20,7,BED-007,0
2026-06-21,7,BED-007,1
2026-06-22,7,BED-007,0
2026-06-23,7,BED-007,2
2026-06-24,7,BED-007,1
2026-06-25,7,BED-007,1
2026-06-26,7,BED-007,2
2026-06-27,7,BED-007,0
2026-06-28,7,BED-007,4
2026-06-29,7,BED-007,1
2026-06-30,7,BED-007,1
2026-07-01,7,BED-007,1
2026-07-02,7,BED-007,1
2026-07-03,7,BED-007,2
2026-07-04,7,BED-007,1
2026-07-05,7,BED-007,0
2026-07-06,7,BED-007,5
2026-07-07,7,BED-007,2
2026-07-08,7,BED-007,1
2026-07-09,7,BED-007,3
2026-07-10,7,BED-007,2
2026-07-11,7,BED-007,0
2026-07-12,7,BED-007,1
2026-07-13,7,BED-007,3
2026-07-14,7,BED-007,1
2026-07-15,7,BED-007,0
2026-07-16,7,BED-007,1
2026-07-17,7,BED-007,0
2026-07-18,7,BED-007,0
2026-07-19,7,BED-007,2
2026-07-20,7,BED-007,1
2026-07-21,7,BED-007,1
2026-07-22,7,BED-007,1
2026-07-23,7,BED-007,3
2026-07-24,7,BED-007,1
2026-07-25,7,BED-007,2
2026-07-26,7,BED-007,0
2026-07-27,7,BED-007,6
2026-07-28,7,BED-007,1
2026-07-29,7,BED-007,0
2026-07-30,7,BED-007,3
2026-07-31,7,BED-007,1
2026-08-01,7,BED-007,0
2026-08-02,7,BED-007,1
2026-08-03,7,BED-007,3
2026-08-04,7,BED-007,3
2026-08-05,7,BED-007,3
2026-08-06,7,BED-007,3
2026-08-07,7,BED-007,2
2026-08-08,7,BED-007,1
2026-08-09,7,BED-007,0
2026-08-10,7,BED-007,2
2026-08-11,7,BED-007,1
2026-08-12,7,BED-007,1
2026-08-13,7,BED-007,0
2026-08-14,7,BED-007,1
2026-08-15,7,BED-007,2
2026-08-16,7,BED-007,0
2026-08-17,7,BED-007,1
2026-08-18,7,BED-007,4
2026-08-19,7,BED-007,0
2026-08-20,7,BED-007,5
2026-08-21,7,BED-007,2
2026-08-22,7,BED-007,0
2026-08-23,7,BED-007,1
2026-08-24,7,BED-007,2
2026-02-26,8,BED-008,0
2026-02-27,8,BED-008,3
2026-02-28,8,BED-008,0
2026-03-01,8,BED-008,1
2026-03-02,8,BED-008,0
2026-03-03,8,BED-008,2
2026-03-04,8,BED-008,0
2026-03-05,8,BED-008,1
2026-03-06,8,BED-008,0
2026-03-07,8,BED-008,0
2026-03-08,8,BED-008,1
2026-03-09,8,BED-008,0
2026-03-10,8,BED-008,2
2026-03-11,8,BED-008,0
2026-03-12,8,BED-008,3
2026-03-13,8,BED-008,0
2026-03-14,8,BED-008,1
2026-03-15,8,BED-008,0
2026-03-16,8,BED-008,2
2026-03-17,8,BED-008,0
2026-03-18,8,BED-008,1
2026-03-19,8,BED-008,2
2026-03-20,8,BED-008,2
2026-03-21,8,BED-008,1
2026-03-22,8,BED-008,0
2026-03-23,8,BED-008,2
2026-03-24,8,BED-008,0
2026-03-25,8,BED-008,2
2026-03-26,8,BED-008,1
2026-03-27,8,BED-008,2
2026-03-28,8,BED-008,1
2026-03-29,8,BED-008,0
2026-03-30,8,BED-008,1
2026-03-31,8,BED-008,1
2026-04-01,8,BED-008,0
2026-04-02,8,BED-008,1
2026-04-03,8,BED-008,3
2026-04-04,8,BED-008,1
2026-04-05,8,BED-008,1
2026-04-06,8,BED-008,0
2026-04-07,8,BED-008,0
2026-04-08,8,BED-008,2
2026-04-09,8,BED-008,4
2026-04-10,8,BED-008,2
2026-04-11,8,BED-008,1
2026-04-12,8,BED-008,0
2026-04-13,8,BED-008,0
2026-04-14,8,BED-008,4
2026-04-15,8,BED-008,2
2026-04-16,8,BED-008,0
2026-04-17,8,BED-008,0
2026-04-18,8,BED-008,0
2026-04-19,8,BED-008,0
2026-04-20,8,BED-008,4
2026-04-21,8,BED-008,1
2026-04-22,8,BED-008,0
2026-04-23,8,BED-008,0
2026-04-24,8,BED-008,1
2026-04-25,8,BED-008,1
2026-04-26,8,BED-008,0
2026-04-27,8,BED-008,0
2026-04-28,8,BED-008,0
2026-04-29,8,BED-008,1
2026-04-30,8,BED-008,0
2026-05-01,8,BED-008,0
2026-05-02,8,BED-008,2
2026-05-03,8,BED-008,1
2026-05-04,8,BED-008,0
2026-05-05,8,BED-008,1
2026-05-06,8,BED-008,0
2026-05-07,8,BED-008,3
2026-05-08,8,BED-008,1
2026-05-09,8,BED-008,0
2026-05-10,8,BED-008,0
2026-05-11,8,BED-008,0
2026-05-12,8,BED-008,2
2026-05-13,8,BED-008,0
2026-05-14,8,BED-008,1
2026-05-15,8,BED-008,0
2026-05-16,8,BED-008,0
2026-05-17,8,BED-008,1
2026-05-18,8,BED-008,1
2026-05-19,8,BED-008,0
2026-05-20,8,BED-008,3
2026-05-21,8,BED-008,0
2026-05-22,8,BED-008,0
2026-05-23,8,BED-008,1
2026-05-24,8,BED-008,1
2026-05-25,8,BED-008,0
2026-05-26,8,BED-008,0
2026-05-27,8,BED-008,0
2026-05-28,8,BED-008,1
2026-05-29,8,BED-008,1
2026-05-30,8,BED-008,0
2026-05-31,8,BED-008,2
2026-06-01,8,BED-008,1
2026-06-02,8,BED-008,0
2026-06-03,8,BED-008,0
2026-06-04,8,BED-008,0
2026-06-05,8,BED-008,1
2026-06-06,8,BED-008,0
2026-06-07,8,BED-008,0
2026-06-08,8,BED-008,3
2026-06-09,8,BED-008,1
2026-06-10,8,BED-008,2
2026-06-11,8,BED-008,2
2026-06-12,8,BED-008,1
2026-06-13,8,BED-008,0
2026-06-14,8,BED-008,0
2026-06-15,8,BED-008,2
2026-06-16,8,BED-008,0
2026-06-17,8,BED-008,6
2026-06-18,8,BED-008,1
2026-06-19,8,BED-008,0
2026-06-20,8,BED-008,2
2026-06-21,8,BED-008,0
2026-06-22,8,BED-008,0
2026-06-23,8,BED-008,0
2026-06-24,8,BED-008,0
2026-06-25,8,BED-008,1
2026-06-26,8,BED-008,0
2026-06-27,8,BED-008,0
2026-06-28,8,BED-008,0
2026-06-29,8,BED-008,0
2026-06-30,8,BED-008,0
2026-07-01,8,BED-008,1
2026-07-02,8,BED-008,1
2026-07-03,8,BED-008,1
2026-07-04,8,BED-008,0
2026-07-05,8,BED-008,1
2026-07-06,8,BED-008,0
2026-07-07,8,BED-008,1
2026-07-08,8,BED-008,0
2026-07-09,8,BED-008,2
2026-07-10,8,BED-008,0
2026-07-11,8,BED-008,1
2026-07-12,8,BED-008,0
2026-07-13,8,BED-008,1
2026-07-14,8,BED-008,0
2026-07-15,8,BED-008,0
2026-07-16,8,BED-008,1
2026-07-17,8,BED-008,1
2026-07-18,8,BED-008,1
2026-07-19,8,BED-008,0
2026-07-20,8,BED-008,1
2026-07-21,8,BED-008,1
2026-07-22,8,BED-008,0
2026-07-23,8,BED-008,0
2026-07-24,8,BED-008,0
2026-07-25,8,BED-008,0
2026-07-26,8,BED-008,0
2026-07-27,8,BED-008,1
2026-07-28,8,BED-008,2
2026-07-29,8,BED-008,0
2026-07-30,8,BED-008,0
2026-07-31,8,BED-008,1
2026-08-01,8,BED-008,0
2026-08-02,8,BED-008,1
2026-08-03,8,BED-008,0
2026-08-04,8,BED-008,1
2026-08-05,8,BED-008,1
2026-08-06,8,BED-008,3
2026-08-07,8,BED-008,3
2026-08-08,8,BED-008,0
2026-08-09,8,BED-008,1
2026-08-10,8,BED-008,2
2026-08-11,8,BED-008,1
2026-08-12,8,BED-008,1
2026-08-13,8,BED-008,3
2026-08-14,8,BED-008,1
2026-08-15,8,BED-008,1
2026-08-16,8,BED-008,0
2026-08-17,8,BED-008,4
2026-08-18,8,BED-008,0
2026-08-19,8,BED-008,1
2026-08-20,8,BED-008,0
2026-08-21,8,BED-008,2
2026-08-22,8,BED-008,0
2026-08-23,8,BED-008,0
2026-08-24,8,BED-008,4
2026-02-26,9,BED-009,1
2026-02-27,9,BED-009,9
2026-02-28,9,BED-009,2
2026-03-01,9,BED-009,1
2026-03-02,9,BED-009,3
2026-03-03,9,BED-009,3
2026-03-04,9,BED-009,2
2026-03-05,9,BED-009,4
2026-03-06,9,BED-009,4
2026-03-07,9,BED-009,4
2026-03-08,9,BED-009,1
2026-03-09,9,BED-009,3
2026-03-10,9,BED-009,2
2026-03-11,9,BED-009,0
2026-03-12,9,BED-009,3
2026-03-13,9,BED-009,6
2026-03-14,9,BED-009,3
2026-03-15,9,BED-009,1
2026-03-16,9,BED-009,4
2026-03-17,9,BED-009,4
2026-03-18,9,BED-009,5
2026-03-19,9,BED-009,2
2026-03-20,9,BED-009,2
2026-03-21,9,BED-009,1
2026-03-22,9,BED-009,2
2026-03-23,9,BED-009,3
2026-03-24,9,BED-009,3
2026-03-25,9,BED-009,6
2026-03-26,9,BED-009,16
2026-03-27,9,BED-009,2
2026-03-28,9,BED-009,1
2026-03-29,9,BED-009,4
2026-03-30,9,BED-009,4
2026-03-31,9,BED-009,4
2026-04-01,9,BED-009,4
2026-04-02,9,BED-009,3
2026-04-03,9,BED-009,2
2026-04-04,9,BED-009,3
2026-04-05,9,BED-009,2
2026-04-06,9,BED-009,4
2026-04-07,9,BED-009,2
2026-04-08,9,BED-009,2
2026-04-09,9,BED-009,4
2026-04-10,9,BED-009,3
2026-04-11,9,BED-009,0
2026-04-12,9,BED-009,3
2026-04-13,9,BED-009,5
2026-04-14,9,BED-009,2
2026-04-15,9,BED-009,1
2026-04-16,9,BED-009,5
2026-04-17,9,BED-009,5
2026-04-18,9,BED-009,3
2026-04-19,9,BED-009,1
2026-04-20,9,BED-009,4
2026-04-21,9,BED-009,3
2026-04-22,9,BED-009,5
2026-04-23,9,BED-009,7
2026-04-24,9,BED-009,4
2026-04-25,9,BED-009,1
2026-04-26,9,BED-009,1
2026-04-27,9,BED-009,5
2026-04-28,9,BED-009,11
2026-04-29,9,BED-009,9
2026-04-30,9,BED-009,14
2026-05-01,9,BED-009,5
2026-05-02,9,BED-009,0
2026-05-03,9,BED-009,0
2026-05-04,9,BED-009,4
2026-05-05,9,BED-009,5
2026-05-06,9,BED-009,3
2026-05-07,9,BED-009,4
2026-05-08,9,BED-009,3
2026-05-09,9,BED-009,0
2026-05-10,9,BED-009,1
2026-05-11,9,BED-009,2
2026-05-12,9,BED-009,1
2026-05-13,9,BED-009,5
2026-05-14,9,BED-009,0
2026-05-15,9,BED-009,6
2026-05-16,9,BED-009,2
2026-05-17,9,BED-009,3
2026-05-18,9,BED-009,1
2026-05-19,9,BED-009,3
2026-05-20,9,BED-009,1
2026-05-21,9,BED-009,5
2026-05-22,9,BED-009,3
2026-05-23,9,BED-009,1
2026-05-24,9,BED-009,0
2026-05-25,9,BED-009,6
2026-05-26,9,BED-009,7
2026-05-27,9,BED-009,3
2026-05-28,9,BED-009,2
2026-05-29,9,BED-009,4
2026-05-30,9,BED-009,4
2026-05-31,9,BED-009,1
2026-06-01,9,BED-009,4
2026-06-02,9,BED-009,6
2026-06-03,9,BED-009,2
2026-06-04,9,BED-009,5
2026-06-05,9,BED-009,1
2026-06-06,9,BED-009,2
2026-06-07,9,BED-009,1
2026-06-08,9,BED-009,3
2026-06-09,9,BED-009,2
2026-06-10,9,BED-009,3
2026-06-11,9,BED-009,3
2026-06-12,9,BED-009,2
2026-06-13,9,BED-009,0
2026-06-14,9,BED-009,1
2026-06-15,9,BED-009,4
2026-06-16,9,BED-009,4
2026-06-17,9,BED-009,5
2026-06-18,9,BED-009,6
2026-06-19,9,BED-009,2
2026-06-20,9,BED-009,1
2026-06-21,9,BED-009,1
2026-06-22,9,BED-009,4
2026-06-23,9,BED-009,3
2026-06-24,9,BED-009,5
2026-06-25,9,BED-009,3
2026-06-26,9,BED-009,4
2026-06-27,9,BED-009,0
2026-06-28,9,BED-009,3
2026-06-29,9,BED-009,3
2026-06-30,9,BED-009,2
2026-07-01,9,BED-009,3
2026-07-02,9,BED-009,5
2026-07-03,9,BED-009,6
2026-07-04,9,BED-009,3
2026-07-05,9,BED-009,0
2026-07-06,9,BED-009,4
2026-07-07,9,BED-009,2
2026-07-08,9,BED-009,9
2026-07-09,9,BED-009,9
2026-07-10,9,BED-009,4
2026-07-11,9,BED-009,3
2026-07-12,9,BED-009,1
2026-07-13,9,BED-009,2
2026-07-14,9,BED-009,9
2026-07-15,9,BED-009,0
2026-07-16,9,BED-009,6
2026-07-17,9,BED-009,5
2026-07-18,9,BED-009,7
2026-07-19,9,BED-009,1
2026-07-20,9,BED-009,4
2026-07-21,9,BED-009,3
2026-07-22,9,BED-009,4
2026-07-23,9,BED-009,4
2026-07-24,9,BED-009,6
2026-07-25,9,BED-009,3
2026-07-26,9,BED-009,1
2026-07-27,9,BED-009,4
2026-07-28,9,BED-009,5
2026-07-29,9,BED-009,7
2026-07-30,9,BED-009,2
2026-07-31,9,BED-009,5
2026-08-01,9,BED-009,2
2026-08-02,9,BED-009,1
2026-08-03,9,BED-009,1
2026-08-04,9,BED-009,4
2026-08-05,9,BED-009,0
2026-08-06,9,BED-009,5
2026-08-07,9,BED-009,2
2026-08-08,9,BED-009,4
2026-08-09,9,BED-009,3
2026-08-10,9,BED-009,6
2026-08-11,9,BED-009,5
2026-08-12,9,BED-009,3
2026-08-13,9,BED-009,8
2026-08-14,9,BED-009,3
2026-08-15,9,BED-009,0
2026-08-16,9,BED-009,2
2026-08-17,9,BED-009,3
2026-08-18,9,BED-009,4
2026-08-19,9,BED-009,3
2026-08-20,9,BED-009,4
2026-08-21,9,BED-009,6
2026-08-22,9,BED-009,2
2026-08-23,9,BED-009,5
2026-08-24,9,BED-009,3
2026-02-26,10,BED-010,3
2026-02-27,10,BED-010,15
2026-02-28,10,BED-010,2
2026-03-01,10,BED-010,0
2026-03-02,10,BED-010,3
2026-03-03,10,BED-010,2
2026-03-04,10,BED-010,5
2026-03-05,10,BED-010,0
2026-03-06,10,BED-010,3
2026-03-07,10,BED-010,1
2026-03-08,10,BED-010,0
2026-03-09,10,BED-010,3
2026-03-10,10,BED-010,6
2026-03-11,10,BED-010,2
2026-03-12,10,BED-010,5
2026-03-13,10,BED-010,4
2026-03-14,10,BED-010,1
2026-03-15,10,BED-010,1
2026-03-16,10,BED-010,5
2026-03-17,10,BED-010,1
2026-03-18,10,BED-010,1
2026-03-19,10,BED-010,4
2026-03-20,10,BED-010,5
2026-03-21,10,BED-010,4
2026-03-22,10,BED-010,5
2026-03-23,10,BED-010,4
2026-03-24,10,BED-010,3
2026-03-25,10,BED-010,7
2026-03-26,10,BED-010,5
2026-03-27,10,BED-010,6
2026-03-28,10,BED-010,0
2026-03-29,10,BED-010,4
2026-03-30,10,BED-010,3
2026-03-31,10,BED-010,2
2026-04-01,10,BED-010,5
2026-04-02,10,BED-010,4
2026-04-03,10,BED-010,0
2026-04-04,10,BED-010,1
2026-04-05,10,BED-010,0
2026-04-06,10,BED-010,0
2026-04-07,10,BED-010,10
2026-04-08,10,BED-010,1
2026-04-09,10,BED-010,4
2026-04-10,10,BED-010,1
2026-04-11,10,BED-010,2
2026-04-12,10,BED-010,0
2026-04-13,10,BED-010,2
2026-04-14,10,BED-010,1
2026-04-15,10,BED-010,0
2026-04-16,10,BED-010,2
2026-04-17,10,BED-010,3
2026-04-18,10,BED-010,1
2026-04-19,10,BED-010,1
2026-04-20,10,BED-010,1
2026-04-21,10,BED-010,2
2026-04-22,10,BED-010,3
2026-04-23,10,BED-010,5
2026-04-24,10,BED-010,6
2026-04-25,10,BED-010,2
2026-04-26,10,BED-010,1
2026-04-27,10,BED-010,2
2026-04-28,10,BED-010,0
2026-04-29,10,BED-010,4
2026-04-30,10,BED-010,12
2026-05-01,10,BED-010,1
2026-05-02,10,BED-010,2
2026-05-03,10,BED-010,1
2026-05-04,10,BED-010,8
2026-05-05,10,BED-010,1
2026-05-06,10,BED-010,2
2026-05-07,10,BED-010,0
2026-05-08,10,BED-010,6
2026-05-09,10,BED-010,4
2026-05-10,10,BED-010,2
2026-05-11,10,BED-010,0
2026-05-12,10,BED-010,2
2026-05-13,10,BED-010,1
2026-05-14,10,BED-010,3
2026-05-15,10,BED-010,2
2026-05-16,10,BED-010,1
2026-05-17,10,BED-010,7
2026-05-18,10,BED-010,9
2026-05-19,10,BED-010,4
2026-05-20,10,BED-010,4
2026-05-21,10,BED-010,1
2026-05-22,10,BED-010,1
2026-05-23,10,BED-010,3
2026-05-24,10,BED-010,2
2026-05-25,10,BED-010,1
2026-05-26,10,BED-010,2
2026-05-27,10,BED-010,4
2026-05-28,10,BED-010,5
2026-05-29,10,BED-010,4
2026-05-30,10,BED-010,0
2026-05-31,10,BED-010,7
2026-06-01,10,BED-010,5
2026-06-02,10,BED-010,5
2026-06-03,10,BED-010,1
2026-06-04,10,BED-010,3
2026-06-05,10,BED-010,1
2026-06-06,10,BED-010,2
2026-06-07,10,BED-010,0
2026-06-08,10,BED-010,1
2026-06-09,10,BED-010,2
2026-06-10,10,BED-010,3
2026-06-11,10,BED-010,2
2026-06-12,10,BED-010,13
2026-06-13,10,BED-010,2
2026-06-14,10,BED-010,1
2026-06-15,10,BED-010,2
2026-06-16,10,BED-010,11
2026-06-17,10,BED-010,6
2026-06-18,10,BED-010,4
2026-06-19,10,BED-010,3
2026-06-20,10,BED-010,0
2026-06-21,10,BED-010,1
2026-06-22,10,BED-010,4
2026-06-23,10,BED-010,1
2026-06-24,10,BED-010,3
2026-06-25,10,BED-010,1
2026-06-26,10,BED-010,2
2026-06-27,10,BED-010,0
2026-06-28,10,BED-010,2
2026-06-29,10,BED-010,3
2026-06-30,10,BED-010,0
